METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE
4006,TICKETLESS METER MULTISPACE,FORTESCUE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Fortescue St between York Pde & Laisby Drive in Spring Hill,4,0,0,153.023612,-27.458958
4007,TICKETLESS METER MULTISPACE,ST PAULS TCE,SPRING HILL,3,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,2.7,0,St Pauls Tce between Gloucester St & Boundary St in Spring Hill,5,0,0,153.027436,-27.460389
4008,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Kaligna Ave & Pool Entry in Spring Hill,16,0,0,153.022179,-27.458441
4009,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Kaligna Ave & Pool Entry in Spring Hill,13,0,0,153.024164,-27.457185
4010,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Pool Entry & Brunswick Tce in Spring Hill,12,0,0,153.02688,-27.453861
4011,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,4,"NO STOPPING 7-9 AM , 4-6 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,1.6,0,Gregory Tce between Brunswick Tce & Warry St in Spring Hill,8,0,0,153.028017,-27.453254
4012,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between Gregory Tce & Water St in Spring Hill,14,0,0,153.028,-27.454064
4013,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Warry St between Gregory Tce & Water St in Spring Hill,5,0,0,153.028634,-27.454581
4014,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between Water St & Bathgate St in Spring Hill,8,0,0,153.028709,-27.454737
4015,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between Bathgate St & Gregory Tce in Spring Hill,5,0,0,153.027535,-27.453823
4016,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Warry St & Kennigo St in Spring Hill,5,0,0,153.027167,-27.453902
4017,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Gregory Tce & Bathgate St in Spring Hill,4,0,0,153.027193,-27.454255
4018,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Bathgate St & Water St in Spring Hill,6,0,0,153.027826,-27.454772
4019,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Gregory Tce & Water St in Spring Hill,5,0,0,153.028589,-27.455312
4020,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Water St & Gregory Tce in Spring Hill,7,0,0,153.028385,-27.455341
4021,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Water St & Gregory Tce in Spring Hill,4,0,0,153.027192,-27.454386
4022,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Kennigo St & Hill St in Spring Hill,4,0,0,153.026936,-27.454435
4023,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Hill St & Park St in Spring Hill,4,0,0,153.026854,-27.454979
4024,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Hill St & Park St in Spring Hill,4,0,0,153.026621,-27.455031
4025,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Water St between Warry St & Kennigo St in Spring Hill,6,0,0,153.028841,-27.455278
4026,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between Water St & St Pauls Tce in Spring Hill,12,0,0,153.029587,-27.455149
4027,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between Water St & St Pauls Tce in Spring Hill,8,0,0,153.030457,-27.455822
4028,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Warry St between St Pauls Tce & Water St in Spring Hill,4,0,0,153.030928,-27.456305
4029,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between St Pauls Tce & Water St in Spring Hill,16,0,0,153.030306,-27.455844
4030,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Warry St between St Pauls Tce & Water St in Spring Hill,6,0,0,153.029733,-27.455355
4031,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Water St & St Pauls Tce in Spring Hill,9,0,0,153.029291,-27.455901
4032,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between Water St & St Pauls Tce in Spring Hill,10,0,0,153.029711,-27.456235
4033,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between St Pauls Tce & Water St in Spring Hill,10,0,0,153.030089,-27.456641
4034,TICKETLESS METER MULTISPACE,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kennigo St between St Pauls Tce & Water St in Spring Hill,9,0,0,153.029092,-27.455848
4035,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Water St between Kennigo St & Grenier St in Spring Hill,5,0,0,153.028761,-27.455819
4036,TICKETLESS METER MULTISPACE,ST PAULS TCE,FORTITUDE VALLEY,4,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,1.6,0,St Pauls Tce between Gipps St & Gotha St in Spring Hill,5,0,0,153.03031,-27.457463
4037,TICKETLESS METER MULTISPACE,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Love St between Water St & St Pauls Tce in Spring Hill,12,0,0,153.028734,-27.456726
4038,TICKETLESS METER MULTISPACE,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Love St between Water St & St Pauls Tce in Spring Hill,10,0,0,153.029343,-27.457188
4039,TICKETLESS METER MULTISPACE,LOVE ST,SPRING HILL,4,"30 MIN PARKING 6 AM-10 AM, 3 PM - 5 PM MON-FRI",MON-FRI,10AM-3PM,2,1.6,0,Love St between St Pauls Tce & Water St in Spring Hill,8,0,0,153.029556,-27.457537
4040,TICKETLESS METER MULTISPACE,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Love St between St Pauls Tce & Water St in Spring Hill,10,0,0,153.029061,-27.457152
4041,TICKETLESS METER MULTISPACE,LOVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Love St between St Pauls Tce & Water St in Spring Hill,4,0,0,153.028372,-27.456616
4043,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Water St between Love St & Quarry St in Spring Hill,12,0,0,153.027907,-27.456888
4044,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Water St between Hipwood St & Royal Ave in Spring Hill,2,0,0,153.026935,-27.457637
4045,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Royal Ave between Water St & Kinross St in Spring Hill,5,0,0,153.027272,-27.45728
4046,TICKETLESS METER MULTISPACE,KINROSS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Water St between Royal Ave & Kinross St in Spring Hill,5,0,0,153.027804,-27.456701
4049,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Kinross St & Rogers St in Spring Hill,4,0,0,153.02649,-27.455734
4050,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Kinross St & Rogers St in Spring Hill,5,0,0,153.025582,-27.456287
4051,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rogers St between Gregory Tce & Water St in Spring Hill,10,0,0,153.025823,-27.456932
4052,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rogers St between Gregory Tce & Water St in Spring Hill,10,0,0,153.02613,-27.457722
4053,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rogers St in Spring Hill,9,0,0,153.026407,-27.458128
4054,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,4,"2 MIN PASSENGER LOADING ZONE 7-9AM, 2-4PM",MON-FRI,9AM-2PM,2,1.6,0,Rogers St between Water St & Gregory Tce in Spring Hill,15,0,0,153.025678,-27.456958
4055,TICKETLESS METER MULTISPACE,QUARRY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Quarry St between Water St & St Pauls Tce in Spring Hill,4,0,0,153.027601,-27.457567
4056,TICKETLESS METER MULTISPACE,QUARRY ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Quarry St between Water St & St Pauls Tce in Spring Hill,12,0,0,153.028421,-27.458189
4057,TICKETLESS METER MULTISPACE,QUARRY ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Quarry St between St Pauls Tce & Water St in Spring Hill,4,0,0,153.028661,-27.458594
4058,TICKETLESS METER MULTISPACE,QUARRY ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Quarry St between St Pauls Tce & Water St in Spring Hill,13,0,0,153.027999,-27.458044
4059,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rogers St between Water St & St Pauls Tce in Spring Hill,12,0,0,153.026816,-27.4586
4060,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rogers St between Water St & St Pauls Tce in Spring Hill,8,0,0,153.027518,-27.459911
4061,TICKETLESS METER MULTISPACE,ROGERS ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rogers St between St Pauls Tce & Water St in Spring Hill,5,0,0,153.027165,-27.45955
4062,TICKETLESS METER MULTISPACE,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Victoria St between Rogers St & Water St in Spring Hill,3,0,0,153.026444,-27.45882
4063,TICKETLESS METER MULTISPACE,ROSA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Rosa St between Boundary St & Isaac St in Spring Hill,10,0,0,153.02551,-27.460599
4064,TICKETLESS METER MULTISPACE,ST PAULS TCE,SPRING HILL,4,"CLEARWAY 7-9 AM , 4-6 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,1.6,0,St Pauls Tce between Rogers St & Quarry St in Spring Hill,14,0,0,153.028041,-27.459561
4065,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Water St between Boundary St & Isaac St in Spring Hill,7,0,0,153.025154,-27.459669
4066,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,4,NO STOPPING 7-9 AM MON-FRI,MON-FRI,9AM-4PM,2,1.6,0,Water St between Boundary St & Isaac St in Spring Hill,8,0,0,153.02467,-27.460331
4067,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,9AM-4PM,2,1.6,0,Water St between Dickens St & Laisby Drive in Spring Hill,4,0,0,153.024827,-27.459797
4068,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Water St between Laisby Drive & Isaac St in Spring Hill,3,0,0,153.025384,-27.459214
4069,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Water St between Union St & Victoria St in Spring Hill,5,0,0,153.025802,-27.458783
4070,TICKETLESS METER MULTISPACE,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria St between Gregory Tce & Water St in Spring Hill,6,0,0,153.024814,-27.457524
4071,TICKETLESS METER MULTISPACE,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Victoria St between Gregory Tce & Water St in Spring Hill,4,0,0,153.025783,-27.458284
4072,TICKETLESS METER MULTISPACE,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Union St between York Pde & Water St in Spring Hill,9,0,0,153.024848,-27.45839
4073,TICKETLESS METER MULTISPACE,YORK PDE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,York Pde between Isaac St & Mulgrave St in Spring Hill,4,0,0,153.024067,-27.458698
4074,TICKETLESS METER MULTISPACE,MULGRAVE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Mulgrave St between York Pde & Laisby Drive in Spring Hill,3,0,0,153.023959,-27.458909
4075,TICKETLESS METER MULTISPACE,MULGRAVE ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Mulgrave St between York Pde & Laisby Drive in Spring Hill,4,0,0,153.024372,-27.459241
4076,TICKETLESS METER MULTISPACE,YORK PDE,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,York Pde between Fortescue St & Union St in Spring Hill,9,0,0,153.024308,-27.458506
4077,TICKETLESS METER MULTISPACE,YORK PDE,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,York Pde between Union St & Victoria St in Spring Hill,4,0,0,153.024924,-27.458237
4078,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gregory Tce between Victoria St & Union St in Spring Hill,7,0,0,153.024171,-27.45754
4079,TICKETLESS METER MULTISPACE,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Union St between York Pde & Gregory Tce in Spring Hill,6,0,0,153.024122,-27.457897
4080,TICKETLESS METER MULTISPACE,DICKENS ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Dickens St between Fortescue St & Water St in Spring Hill,6,0,0,153.024362,-27.459897
4081,TICKETLESS METER MULTISPACE,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Union St between End & St Pauls Tce in Spring Hill,10,0,0,153.027022,-27.46014
4082,TICKETLESS METER MULTISPACE,ISAAC ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Isaac St between St Pauls Tce & Water St in Spring Hill,7,0,0,153.026467,-27.460352
4083,TICKETLESS METER MULTISPACE,ISAAC ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Isaac St between St Pauls Tce & Water St in Spring Hill,6,0,0,153.025754,-27.459819
4084,TICKETLESS METER MULTISPACE,FORTESCUE ST,SPRING HILL,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Fortescue St between Dickens St & Boundary St in Spring Hill,5,0,0,153.023628,-27.460454
4085,TICKETLESS METER MULTISPACE,FORTESCUE ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Fortescue St between Wedd St & Reading St in Spring Hill,7,0,0,153.02345,-27.458934
4086,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Gregory Tce between Fortescue St & Torrington St in Spring Hill,9,0,0,153.022033,-27.458655
4087,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Gregory Tce between Parish St & End in Spring Hill,6,0,0,153.020518,-27.459046
4088,TICKETLESS METER MULTISPACE,BRADLEY ST,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Bradley St between Boundary St & Gregory Tce in Spring Hill,11,0,0,153.021033,-27.458888
4089,TICKETLESS METER MULTISPACE,TORRINGTON ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Torrington St between Boundary St & Gregory Tce in Spring Hill,4,0,0,153.021475,-27.459864
4090,TICKETLESS METER MULTISPACE,TORRINGTON ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Torrington St between Boundary St & Gregory Tce in Spring Hill,4,0,0,153.02161,-27.459163
4091,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,1,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,2,2.7,0,Boundary St between North St & Bradley St in Spring Hill,6,0,0,153.021051,-27.460397
4092,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Boundary St between Parish St & Bradley St in Spring Hill,4,0,0,153.020579,-27.460203
4093,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Boundary St between Bradley St & Torrington St in Spring Hill,4,0,0,153.020921,-27.460248
4094,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,3,NO STOPPING 7-9 PM MON-FRI,MON-FRI,9AM-5:30PM,2,2.7,0,Boundary St between Rosa St & St Pauls Tce in Spring Hill,7,0,0,153.025406,-27.460905
4095,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,2,1.6,0,Boundary St between Mc Connell St & Phillips St in Spring Hill,9,0,0,153.027827,-27.461276
4096,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,2,1.6,0,Boundary St between Turbot St & Meinst in Spring Hill,6,0,0,153.029314,-27.461636
4097,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,2,1.6,0,Boundary St between Meinst & Bowen St in Spring Hill,14,0,0,153.027839,-27.461416
4098,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,3,NO STOPPING 4-6 PM MON-FRI,MON-FRI,8AM-4PM,2,2.7,0,Boundary St between Keid Lane & Hope St in Spring Hill,12,0,0,153.025578,-27.461084
4186,TICKETLESS METER MULTISPACE,MCDOUGALL ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Mcdougall St between Crombie St & Cribb St in Milton,6,0,0,153.007747,-27.469814
4187,TICKETLESS METER MULTISPACE,GRANZELLA ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Granzella St between Milton Rd & Black St in Milton,6,0,0,153.008092,-27.467173
4188,TICKETLESS METER MULTISPACE,WALSH ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Walsh St between Railway Tce & Mcdougall St in Milton,9,0,0,153.006367,-27.469638
4189,TICKETLESS METER MULTISPACE,WALSH ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Walsh St between Railway Tce & Mcdougall St in Milton,4,0,0,153.006669,-27.470361
4196,TICKETLESS METER MULTISPACE,OCONNELL TCE,BOWEN HILLS,4,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,1.6,0,O'Connell Tce between Bowen Bridge Rd & Brookes St in Bowen Hills,8,0,0,153.030345,-27.448098
4197,TICKETLESS METER MULTISPACE,OCONNELL TCE,BOWEN HILLS,4,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,1.6,0,O'Connell Tce between Bowen Bridge Rd & Brookes St in Bowen Hills,18,0,0,153.031174,-27.448235
4199,TICKETLESS METER MULTISPACE,MARY ST,BRISBANE CITY,2,NONE,MON-FRI,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Mary St between Edward St & Albert St in CBD,10,0,0,153.028599,-27.471141
4200,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,BUS ZONE 4-7 PM,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between Edward St & Albert St in CBD,13,0,0,153.03,-27.472706
4201,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,BUS ZONE 4-7 PM,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between Edward St & Albert St in CBD,10,0,0,153.029536,-27.473074
4202,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,CLEARWAY 4-7 PM MON-FRI TOWAWAY,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between Edward St & Albert St in CBD,10,0,0,153.030002,-27.472514
4203,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,CLEARWAY 4-7 PM MON-FRI TOWAWAY,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between Edward St & Albert St in CBD,6,0,0,153.029638,-27.47281
4204,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,CLEARWAY 4-7 PM MON-FRI TOWAWAY,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between Albert St & George St in CBD,7,0,0,153.028284,-27.473859
4205,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,CLEARWAY 4-7 PM MON-FRI TOWAWAY,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between Albert St & George St in CBD,7,0,0,153.02779,-27.474241
4206,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,NO STOPPING 4-7 PM MON-FRI,MON-FRI,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between George St & William St in CBD,7,0,0,153.026965,-27.475072
4207,TICKETLESS METER MULTISPACE,ALICE ST,BRISBANE CITY,2,CLEARWAY 4-7 PM MON-FRI TOWAWAY,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Alice St between George St & William St in CBD,6,0,0,153.026953,-27.47489
4208,TICKETLESS METER MULTISPACE,EDWARD ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Edward St between Margaret St & Alice St in CBD,10,0,0,153.030255,-27.471843
4210,TICKETLESS METER MULTISPACE,MCDOUGALL ST,MILTON,12,NONE,MON-FRI,7AM-7PM,0,1.6,0,Mcdougall St between Cribb St & Park Rd in Milton,5,0,0,153.007808,-27.469956
4211,TICKETLESS METER MULTISPACE,MARGARET ST,BRISBANE CITY,2,TAXI ZONE 7PM-MID-7AM,DAILY,"7AM-7PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Margaret St between Edward St & Felix St in CBD,9,0,0,153.030266,-27.471169
4212,TICKETLESS METER MULTISPACE,MARGARET ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Margaret St between Edward St & Albert St in CBD,9,0,0,153.028781,-27.472325
4213,TICKETLESS METER MULTISPACE,MARGARET ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Margaret St between Edward St & Albert St in CBD,11,0,0,153.029151,-27.47205
4215,TICKETLESS METER MULTISPACE,MARGARET ST,BRISBANE CITY,2,NO STOPPING 7-9 AM MON-FRI,DAILY,"9AM-7PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Margaret St between Albert St & George St in CBD,8,0,0,153.026989,-27.473738
4216,TICKETLESS METER MULTISPACE,MARGARET ST,BRISBANE CITY,2,NO STOPPING 7-9 AM MON-FRI,DAILY,"9AM-7PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Margaret St between Albert St & George St in CBD,6,0,0,153.02737,-27.473423
4217,TICKETLESS METER MULTISPACE,COUNTESS ST,PETRIE TERRACE,12,"NONE/SPECIAL TMP - STATE OF ORIGIN GAMES ""BUS ZONE""",MON-FRI,7AM-7PM,2,1.6,0,Countess St between College Rd & Secombe St in Cbd,20,0,0,153.015208,-27.462989
4218,TICKETLESS METER MULTISPACE,GEORGE ST,BRISBANE CITY,2,NO STOPPING 7-9 AM MON-FRI BUS ZONE 3:30-7PM,DAILY,"9AM-3:30PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,George St between Margaret St & Mary St in CBD,6,0,0,153.02631,-27.473892
4219,TICKETLESS METER MULTISPACE,WILLIAM ST,BRISBANE CITY,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY BUS ZONE",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,William St between Elizabeth St & Margaret St in CBD,6,0,0,153.025626,-27.474256
4220,TICKETLESS METER MULTISPACE,TURBOT ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between Edward St & Wharf St in CBD,9,0,0,153.026544,-27.465032
