METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE
4680,TICKETLESS METER MULTISPACE,SCHOOL ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,School St between Boundary St & Warren St in Spring Hill,13,0,0,153.030424,-27.461051
4681,TICKETLESS METER MULTISPACE,SCHOOL ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,School St between Boundary St & Warren St in Spring Hill,8,0,0,153.030382,-27.460231
4682,TICKETLESS METER MULTISPACE,BARRY PDE,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Barry Pde between Wickham St & Warren St in Spring Hill,7,0,0,153.030802,-27.460719
4683,TICKETLESS METER MULTISPACE,ANN ST,FORTITUDE VALLEY,2,NO STOPPING BUSES EXCEPTED 4-7 PM,MON-FRI,9AM-4PM,2,2.7,0,Ann St between Gotha St & Boundary St in Brisbane City,5,0,0,153.032044,-27.461278
4684,TICKETLESS METER MULTISPACE,WARREN ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Warren St between Barry Pde & Wickham St in Fortitude Valley,7,0,0,153.031387,-27.460359
4685,TICKETLESS METER MULTISPACE,WARREN ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Warren St between St Pauls Tce & Barry Pde in Fortitude Valley,9,0,0,153.029575,-27.458937
4686,TICKETLESS METER MULTISPACE,BARRY PDE,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Barry Pde between Gotha St & Warren St in Fortitude Valley,5,0,0,153.030938,-27.459907
4687,TICKETLESS METER MULTISPACE,GOTHA ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gotha St between Barry Pde & St Pauls Tce in Fortitude Valley,8,0,0,153.030134,-27.458575
4688,TICKETLESS METER MULTISPACE,GOTHA ST,FORTITUDE VALLEY,2,NO STOPPING 7-9AM,MON-FRI,9AM-5.30PM,2,2.7,0,Gotha St between Barry Pde & Wickham St in Fortitude Valley,3,0,0,153.031103,-27.45915
4689,TICKETLESS METER MULTISPACE,AGNES ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Agnes St between Gipps St & Gotha St in Fortitude Valley,6,0,0,153.030413,-27.458336
4690,TICKETLESS METER MULTISPACE,AGNES ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Agnes St between Gotha St & Gipps St in Fortitude Valley,4,0,0,153.030543,-27.458023
4691,TICKETLESS METER MULTISPACE,BARRY PDE,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Barry Pde between Gipps St & Gotha St in Fortitude Valley,10,0,0,153.031144,-27.458663
4692,TICKETLESS METER MULTISPACE,LITTLE ST,FORTITUDE VALLEY,1,NONE,MON-FRI,7AM-7PM,2,2.7,0,Little St between End & End in Fortitude Valley,7,0,0,153.031882,-27.458732
4693,TICKETLESS METER MULTISPACE,ALFRED ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Alfred St between Yeovil St & Gipps St in Fortitude Valley,4,0,0,153.031738,-27.457272
4694,TICKETLESS METER MULTISPACE,ALFRED ST,FORTITUDE VALLEY,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Alfred St between Brunswick St & Esther St in Fortitude Valley,6,0,0,153.032198,-27.456802
4695,TICKETLESS METER MULTISPACE,AGNES ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Agnes St between Gipps St & Gotha St in Fortitude Valley,2,0,0,153.03094,-27.457617
4696,TICKETLESS METER MULTISPACE,WEDD ST,SPRING HILL,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Wedd St between Fortescue St & End in Spring Hill,6,8,0.3,153.023068,-27.459689
4697,TICKETLESS METER MULTISPACE,WEDD ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Wedd St between End & Fortescue St in Spring Hill,4,0,0,153.023239,-27.459609
4698,TICKETLESS METER MULTISPACE,LILLEY,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Lilly St between Birley St & Wickham Tce in Fortitude Valley,7,0,0,153.0209,-27.463502
4699,TICKETLESS METER MULTISPACE,LILLEY ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Lilly St between Wickham Tce & Birley St in Fortitude Valley,3,0,0,153.022035,-27.463939
4710,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Gro,8,0,0,153.022118,-27.448976
4711,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Gro,11,0,0,153.020187,-27.44875
4712,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Gro,10,0,0,153.019109,-27.448622
4713,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Herston Road between Gilchrist Ave & L'Estrange Tce in Kelvin Gro,8,0,0,153.017597,-27.448422
4714,TICKETLESS METER MULTISPACE,L'ESTRANGE TCE,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,L'Estrange Tce between Herston Road & Lorimer Tce in Kelvin Grove,11,0,0,153.015031,-27.448282
4715,TICKETLESS METER MULTISPACE,L'ESTRANGE TCE,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,L'Estrange Tce between Herston Road & Lorimer Tce in Kelvin Grove,4,0,0,153.014218,-27.448531
4716,TICKETLESS METER MULTISPACE,L'ESTRANGE TCE,KELVIN GROVE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,L'Estrange Tce between Kelvin Grove Rd & Lorimer Tce in Kelvin Gr,10,0,0,153.012903,-27.448749
4717,TICKETLESS METER MULTISPACE,L'ESTRANGE TCE,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,L'Estrange Tce between Lorimer Tce & Herston Road in Kelvin Grove,10,0,0,153.014631,-27.448293
4718,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Herston Road between Hetherington & Wyndham St in Kelvin Grove,5,0,0,153.021921,-27.448814
4719,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between Tank St & Boundary Rd in Kelvin Grove,14,0,0,153.013641,-27.450699
4720,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between L'Estrange Tce & Icb in Kelvin Grove,5,0,0,153.016294,-27.452622
4721,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between L'Estrange Tce & Icb in Kelvin Grove,14,0,0,153.016117,-27.453598
4722,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between L'Estrange Tce & Icb in Kelvin Grove,14,0,0,153.016272,-27.454863
4723,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between L'Estrange Tce & Icb in Kelvin Grove,7,0,0,153.016677,-27.455872
4725,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between Normanby Tce & Rochester Tce in Kelvin G,6,0,0,153.016501,-27.455824
4726,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between Maidstone St & Carraway St in Kelvin Gro,8,0,0,153.016057,-27.454582
4728,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between Blamey St & Musk Ave in Kelvin Grove,4,0,0,153.016183,-27.452605
4729,TICKETLESS METER MULTISPACE,MUSK AVE,KELVIN GROVE,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Musk Ave between Victoria Park Rd & Blamey St in Kelvin Grove,14,0,0,153.015109,-27.452228
4730,TICKETLESS METER MULTISPACE,MUSK AVE,KELVIN GROVE,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Musk Ave between Victoria Park Rd & Blamey St in Kelvin Grove,11,0,0,153.014252,-27.452857
4731,TICKETLESS METER MULTISPACE,BLAMEY ST,KELVIN GROVE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Blameyst between Musk Ave & Victoria Park Rd in Kelvin Grove,12,0,0,153.015378,-27.45316
4733,TICKETLESS METER MULTISPACE,RAMSGATE ST,KELVIN GROVE,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Ramsgate St between Blameyst & Carraway St in Kelvin Grove,7,0,0,153.015196,-27.453956
4734,TICKETLESS METER MULTISPACE,CARRAWAY ST,KELVIN GROVE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Carraway St between Ramsgate St & Victoria Park Rd in Kelvin Grov,6,0,0,153.015595,-27.454318
4735,TICKETLESS METER MULTISPACE,CARRAWAY ST,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Carraway St between Ramsgate St & Musk Ave in Kelvin Grove,11,0,0,153.014542,-27.454329
4736,TICKETLESS METER MULTISPACE,MUSK AVE,KELVIN GROVE,9,NONE,MON-FRI,7AM-7PM,2,1.6,0,Musk Ave between Carraway St & Gona Pde in Kelvin Grove,8,0,0,153.013855,-27.45505
4737,TICKETLESS METER MULTISPACE,MUSK AVE,KELVIN GROVE,1,NONE,MON-FRI,7AM-7PM,2,2.7,0,Musk Ave between Kelvin Grove Rd & Blameyst in Kelvin Grove,13,0,0,153.01378,-27.454604
4738,TICKETLESS METER MULTISPACE,BLAMEY ST,KELVIN GROVE,1,NONE,MON-FRI,7AM-7PM,2,2.7,0,Blameyst between Ramsgate St & Musk Ave in Kelvin Grove,10,0,0,153.014662,-27.453443
4739,TICKETLESS METER MULTISPACE,RAMSGATE ST,KELVIN GROVE,1,NONE,MON-FRI,7AM-7PM,2,2.7,0,Ramsgate St between Carraway St & Blameyst in Kelvin Grove,5,0,0,153.015081,-27.453805
4740,TICKETLESS METER MULTISPACE,BLAMEY ST,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Blameyst between Musk Ave & Kelvin Grove Rd in Kelvin Grove,6,0,0,153.013723,-27.453294
4741,TICKETLESS METER MULTISPACE,MUSK AVE,KELVIN GROVE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Musk Ave between Robinson Pl & Victoria Park Rd in Kelvin Grove,15,0,0,153.014888,-27.452215
4742,TICKETLESS METER MULTISPACE,VICTORIA PARK RD,KELVIN GROVE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Victoria Park Rd between Boundary Rd & Tank St in Kelvin Grove,20,0,0,153.013791,-27.450937
4743,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between Herston Rd & End in Kelvin Grove,11,0,0,153.025709,-27.450696
4744,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between Herston Rd & End in Kelvin Grove,24,0,0,153.024767,-27.450988
4745,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between Herston Rd & End in Kelvin Grove,27,0,0,153.023392,-27.452224
4746,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between Herston Rd & End in Kelvin Grove,20,0,0,153.023121,-27.45262
4747,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between End & Herston Rd in Kelvin Grove,12,0,0,153.023603,-27.451724
4748,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between Herston Rd & End in Kelvin Grove,25,0,0,153.02419,-27.451162
4749,TICKETLESS METER MULTISPACE,GILCHRIST AVE,HERSTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Gilchrist Ave between End & Herston Rd in Kelvin Grove,21,0,0,153.025868,-27.450516
4800,TICKETLESS METER MULTISPACE,PATRICK LANE,AUCHENFLOWER,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Patrick Lane between Dixon St & Land St in Auchenflower,8,0,0,152.996475,-27.479299
4807,TICKETLESS METER MULTISPACE,MCILWRAITH ST,AUCHENFLOWER,2,NONE,MON-FRI,8AM-5PM,3,1.5,0,Mcilwraith St between Auchenflower Tce & Harriett St in Auchenflo,9,0,0,152.995423,-27.476242
4808,TICKETLESS METER MULTISPACE,MCILWRAITH ST,AUCHENFLOWER,9,NONE,MON-FRI,8AM-5PM,3,0.7,0,Mcilwraith St between Harriett St & Auchenflower Tce in Auchenflo,13,0,0,152.995764,-27.476456
4809,TICKETLESS METER MULTISPACE,RIDLEY ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,3,0.7,0,Ridley St between Auchenflower Tce & Harriett St in Auchenflower,9,0,0,152.996272,-27.475762
4810,TICKETLESS METER MULTISPACE,RIDLEY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,3,1.5,0,Ridley St between Milton Rd & Eagle Tce in Auchenflower,8,0,0,152.995998,-27.475256
4812,TICKETLESS METER MULTISPACE,GRIMES ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,3,0.7,0,Grimes St between Eagle Tce & Milton Rd in Auchenflower,13,0,0,152.996777,-27.4749
4815,TICKETLESS METER MULTISPACE,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Chasely St between Coronation Dr & Lang Pde in Auchenflower,11,0,0,152.998984,-27.478041
4816,TICKETLESS METER MULTISPACE,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Chasely St between Coronation Dr & Lang Pde in Auchenflower,8,0,0,152.998376,-27.477403
4817,TICKETLESS METER MULTISPACE,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Chasely St between Coronation Dr & Lang Pde in Auchenflower,8,0,0,152.998106,-27.477128
4818,TICKETLESS METER MULTISPACE,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Chasely St between Coronation Dr & Lang Pde in Auchenflower,10,0,0,152.997503,-27.476489
4819,TICKETLESS METER MULTISPACE,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Chasely St between Lang Pde & Dunmore Tce in Auchenflower,15,0,0,152.997931,-27.476739
4820,TICKETLESS METER MULTISPACE,CHASELY ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Chasely St between Lang Pde & Dunmore Tce in Auchenflower,8,0,0,152.998607,-27.477467
4821,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Lang Pde between End & Cue St in Auchenflower,9,0,0,152.997718,-27.47564
4822,TICKETLESS METER MULTISPACE,RIDLEY ST,AUCHENFLOWER,4,NONE,MON-FRI,7AM-7PM,3,0.7,0,Ridley St between Burt St & Harriett St in Auchenflower,6,0,0,152.995554,-27.474999
4823,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,4,NONE,MON-FRI,7AM-7PM,3,0.7,0,Lang Pde between Coronation Dr & Dunmore Tce in Auchenflower,5,0,0,153.002383,-27.47489
4824,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,11,0,0,153.00194,-27.474932
4825,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,8,0,0,153.001345,-27.475511
4826,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,6,0,0,153.000735,-27.476083
4827,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,10,0,0,153.000227,-27.476584
4828,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Lang Pde & Chasely St in Auchenflower,12,0,0,152.999414,-27.477429
4829,TICKETLESS METER MULTISPACE,FORTITUDE ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Fortitude St between Dunmore Tce & Lang Pde in Auchenflower,6,0,0,153.000077,-27.476376
4830,TICKETLESS METER MULTISPACE,FORTITUDE ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Fortitude St between Dunmore Tce & Lang Pde in Auchenflower,13,0,0,152.999552,-27.475827
4832,TICKETLESS METER MULTISPACE,KINGSFORD ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Kingsford St between Dunmore Tce & Lang Pde in Auchenflower,6,0,0,153.000674,-27.475582
4834,TICKETLESS METER MULTISPACE,KINGSFORD ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Kingsford St between Lang Pde & Dunmore Tce in Auchenflower,15,0,0,153.000408,-27.475168
4835,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lang Pde between Dunmore Tce & Kingsford St in Auchenflower,9,0,0,153.000506,-27.47442
4836,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lang Pde between Kingsford St & Fortitude St in Auchenflower,7,0,0,152.999374,-27.474929
4837,TICKETLESS METER MULTISPACE,LIMA ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lima St between Lang Pde & Dunmore Tce in Auchenflower,5,0,0,152.999313,-27.476787
4838,TICKETLESS METER MULTISPACE,LIMA ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lima St between Lang Pde & Dunmore Tce in Auchenflower,14,0,0,152.998626,-27.476076
4839,TICKETLESS METER MULTISPACE,LIMA ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lima St between Dunmore Tce & Lang Pde in Auchenflower,17,0,0,152.998344,-27.47597
4844,TICKETLESS METER MULTISPACE,HARRIETT ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,3,0.7,0,Harriett St between Dowling St & Ridley St in Auchenflower,10,0,0,152.995294,-27.475859
4845,TICKETLESS METER MULTISPACE,BURT ST,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,3,1.5,0,Burt St between Dowling St & Ridley St in Auchenflower,13,0,0,152.994541,-27.475312
4846,TICKETLESS METER MULTISPACE,BURT ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,3,0.7,0,Burt St between Dowling St & Ridley St in Auchenflower,9,0,0,152.994962,-27.474991
4847,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Lima St & Fortitude St in Auchenflower,10,0,0,152.999924,-27.476702
4848,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Fortitude St & Kingsford St in Auchenflower,11,0,0,153.000695,-27.475993
4849,TICKETLESS METER MULTISPACE,DUNMORE TCE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Dunmore Tce between Kingsford St & Lang Pde in Auchenflower,19,0,0,153.001408,-27.475273
4850,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lang Pde between Dunmore Tce & Kingsford St in Auchenflower,13,0,0,153.001894,-27.474247
4851,TICKETLESS METER MULTISPACE,ROSS ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Ross St between Durong St & Edmund St in Bowen Hills North,4,0,0,153.043524,-27.441998
4852,TICKETLESS METER MULTISPACE,ROSS ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Ross St between Durong St & Edmund St in Bowen Hills North,16,0,0,153.043198,-27.442521
4853,TICKETLESS METER MULTISPACE,ROSS ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Ross St between Durong St & Edmund St in Bowen Hills North,4,0,0,153.042676,-27.443369
4854,TICKETLESS METER MULTISPACE,COWLISHAW ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Cowlishaw St between Down St & Montepelier Rd in Bowen Hills Nort,6,0,0,153.038588,-27.447921
4855,TICKETLESS METER MULTISPACE,EDMONDSTONE RD,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Edmonstone Rd between Thompson St & Wickham Grove in Bowen Hills,6,0,0,153.040913,-27.442645
4856,TICKETLESS METER MULTISPACE,MURRAY ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Murray St between End & Thompson St in Bowen Hills North,5,0,0,153.040397,-27.441443
4857,TICKETLESS METER MULTISPACE,MURRAY ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Murray St between Thompson St & End in Bowen Hills North,8,0,0,153.040566,-27.441627
4858,TICKETLESS METER MULTISPACE,DURONG ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Durong St between Ross St & Breakfast Ck Rd in Bowen Hills North,5,0,0,153.043955,-27.441737
4859,TICKETLESS METER MULTISPACE,WICKHAM GR,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Wickham Grove between Ross St & Edmonstone Rd in Bowen Hills Nort,13,0,0,153.042123,-27.443007
4860,TICKETLESS METER MULTISPACE,WICKHAM GR,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Wickham Grove between Ross St & Edmonstone Rd in Bowen Hills Nort,12,0,0,153.041717,-27.443648
4861,TICKETLESS METER MULTISPACE,EDMUND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Edmund St between Breakfast Ck Rd & Ross St in Bowen Hills North,9,0,0,153.042951,-27.443893
4870,TICKETLESS METER MULTISPACE,FOLKESTONE ST,BOWEN HILLS,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Folkestone Rd between Edmonstone Rd & Cintra Rd in Bowen Hills No,15,0,0,153.040542,-27.444512
4871,TICKETLESS METER MULTISPACE,FOLKESTONE ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Folkestone Rd between Abbortsford Rd & Edmonstone Rd in Bowen Hil,10,0,0,153.039514,-27.444228
4872,TICKETLESS METER MULTISPACE,PROSPECT ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Prospect St between Knapp St & Light St in Bowen Hills North,6,0,0,153.038717,-27.450808
4873,TICKETLESS METER MULTISPACE,HYNES ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Hynes St between Light St & Knapp St in Bowen Hills North,6,0,0,153.038934,-27.450987
4874,TICKETLESS METER MULTISPACE,LIGHT ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Light St between Wickham St & Hynes St in Bowen Hills North,6,0,0,153.039403,-27.451677
4875,TICKETLESS METER MULTISPACE,KNAPP ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Knapp St between Prospect St & End in Bowen Hills North,6,0,0,153.039494,-27.450122
4876,TICKETLESS METER MULTISPACE,SCANLAN ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Scanlan St between Light St & End in Bowen Hills North,6,0,0,153.037934,-27.451033
4877,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,Lang Pde between Lima St & Chasely St in Auchenflower,5,0,0,152.997772,-27.475763
5000,TICKETLESS METER MULTISPACE,HOPE ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Hope St between Peel St & Montague Rd in South Brisbane,7,0,0,153.01525,-27.471419
5001,TICKETLESS METER MULTISPACE,HOPE ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Hope St between Peel St & Montague Rd in South Brisbane,13,0,0,153.015632,-27.471974
5002,TICKETLESS METER MULTISPACE,HOPE ST,SOUTH BRISBANE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Hope St between Peel St & Fish Line St in South Brisbane,4,0,0,153.017025,-27.473747
5003,TICKETLESS METER MULTISPACE,CORDELIA ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Cordelia St between Peel St & Boundary St in South Brisbane,6,0,0,153.013844,-27.473206
5004,TICKETLESS METER MULTISPACE,CORDELIA ST,SOUTH BRISBANE,4,"NO STOPPING 7-9 AM , 4-6 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,2,1.6,0,Cordelia St between Melbourne St & Boundary St in South Brisbane,4,0,0,153.015072,-27.475
5005,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Boundary St between Brereton St & Peel St in South Brisbane,7,0,0,153.013094,-27.475066
5006,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Boundary St between Brereton St & Montague Rd in South Brisbane,8,0,0,153.013362,-27.473682
5007,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Boundary St between Cordelia St & Peel St in South Brisbane,8,0,0,153.013456,-27.473166
